	Nazwa
8595	Gąsówka-Osse
8596	Gąsówka-Skwarki
8597	Gąsówka-Somachy
8598	Gasparów
8599	Gassy
8600	Gassy-Kopyty
8601	Gąszcze
8602	Gąszczówka
8603	Gąszczyk
8604	Gąszczyńskie
8605	Gaszek
8606	Gaszów
8607	Gaszowice
8608	Gaszyn
8609	Gaszynka
8610	Gątarka
8611	Gatka
8612	Gątkowizna
8613	Gatna
8614	Gatne
8615	Gatniki
8616	Gatniki-Gajówka
8617	Gaudynki
8618	Gaudyny
8619	Gawartowa
8620	Gawarzec
8621	Gawęda
8622	Gawędówka
8623	Gawerków
8624	Gawin
8625	Gawiniańce
8626	Gawinki
8627	Gawiny
8628	Gawki
8629	Gawlaki
8630	Gawlakowa
8631	Gawliki
8632	Gawlikówka
8633	Gawliniec
8634	Gawłów
8635	Gawłówek
8636	Gawłowice
8637	Gawłówka
8638	Gawłowo
8639	Gawłuszowice
8640	Gawły
8641	Gawora
8642	Gaworkowo
8643	Gaworzyce
8644	Gaworzyna
8645	Gawralin
8646	Gawron
8647	Gawrońce
8648	Gawronice
8649	Gawronie
8650	Gawroniec
8651	Gawroniec-Kolonia
8652	Gawronki
8653	Gawronów
8654	Gawronówka
8655	Gawrony
8656	Gawrony-Kępa
8657	Gawrony-Parcela
8658	Gawroszczyzna
8659	Gawrych
8660	Gawrychy
8661	Gawrzyjałki
8662	Gawrzyłowa
8663	Gazdoniówka
8664	Gazdówka
8665	Gazdy
8666	Gazomia
8667	Gazomka
8668	Gazurowie
8669	Gązwa
8670	Gbiska
8671	Gdakowo
8672	Gdaniec
8673	Gdańsk
8674	Gdeszyn
8675	Gdeszyn-Kolonia
8676	Gdola
8677	Gdów
8678	Gdowicze
8679	Gdyczyna
8680	Gdynia
8681	Gębacze
8682	Gębale
8683	Gębałka
8684	Gębałki
8685	Gębałowizna
8686	Gębalówka
8687	Gębarzewko
8688	Gębarzewo
8689	Gębarzów
8690	Gębarzów-Kolonia
8691	Gębczyce
8692	Gębice
8693	Gębiczyn
8694	Gębiczyna
8695	Gębiny
8696	Gębkowa
8697	Gęby
8698	Gęczew
8699	Gembartówka
8700	Generałowo
8701	Geniusze
8702	Genowefa
8703	Gepnerów
8704	Geregi
8705	Germanicha
8706	Gertrudów
8707	Gęś
8708	Gęsi
8709	Gęsia
8710	Gęsianka
8711	Gęsiarnia
8712	Gęsica
8713	Gęsice
8714	Gęsie
8715	Gęsiki
8716	Gęsikowo
8717	Gęsin
8718	Gęsina
8719	Gęsiniec
8720	Gęsiny
8721	Gęsiówka
8722	Gęśle
8723	Gęślice
8724	Gęsówka
8725	Gęste
8726	Gęstewka
8727	Gęstowarka
8728	Gęstowice
8729	Gęstwa
8730	Gęstwina
8731	Gętomie
8732	Getto
8733	Gęzewo
8734	Gęzyn
8735	Giądłówka
8736	Gibała
8737	Gibałka
8738	Gibasówka
8739	Gibaszew
8740	Gibiele
8741	Gibity
8742	Gibki
8743	Giby
8744	Gicheryszki
8745	Gidle
8746	Gidze
8747	Giebło
8748	Giebnia
8749	Giebułtów
8750	Giebułtówek
8751	Giecz
8752	Gieczno
8753	Gieczynek
8754	Giedajty
8755	Giedawy
8756	Giedlarowa
8757	Giednia
8758	Giednia-Kolonia
8759	Gieduty
8760	Giedyle
8761	Gieląd
8762	Gielatówka
8763	Gielatowski
8764	Giełczew
8765	Giełczew-Doły
8766	Giełczów
8767	Giełczyce
8768	Giełczyn
8769	Giełczynek
8770	Giełda
8771	Giełdon
8772	Giełdoń
8773	Gieleciaki
8774	Gielnia
8775	Gielniarz
8776	Gielniewo
8777	Gielniów
8778	Gielniówka
8779	Gielówki
8780	Giełozicha
8781	Giełpsz
8782	Giełzów
8783	Giemlice
8784	Giemziki
8785	Giemzów
8786	Giemzówek
8787	Gierałcice
8788	Gieraliszki
8789	Gierałtów
8790	Gierałtówek
8791	Gierałtowice
8792	Gierałtowiczki
8793	Gierałtowiec
8794	Gierasówki
8795	Gieraszowice
8796	Gieratówka
8797	Gieraty
8798	Gierczyce
8799	Gierczyki
8800	Gierczyn
8801	Gierczynowo
8802	Gierkiny
8803	Gierkówka
8804	Gierkowo
8805	Gierlachów
8806	Gierłachowo
8807	Gierlachy
8808	Gierłatowo
8809	Gierłoż
8810	Gierniak
8811	Gierot
8812	Gierów
8813	Gierowa
8814	Gierszowice
8815	Gierszówka
8816	Giertugi
8817	Giertugowa
8818	Gierwaty
8819	Gierzwałd
8820	Gieski
8821	Gietki
8822	Giętkie
8823	Giętkowizna
8824	Giętkowo
8825	Giętlewo
8826	Gietrzwałd
8827	Giewartów
8828	Giewartów-Holendry
8829	Giezkowo
8830	Gigoniowa
8831	Gil
8832	Giławki
8833	Giławy
8834	Gilbowszczyzna
8835	Gildnica
8836	Gile
8837	Gilewo
8838	Gilginia
8839	Gilino
8840	Gillershof
8841	Gilów
8842	Gilowa
8843	Gilowice
8844	Gilówka
8845	Gilowscy
8846	Giłujsze
8847	Gilwa
8848	Ginawa
8849	Ginetówka
8850	Ginie
8851	Gintorowo
8852	Gintro
8853	Gircze
8854	Girgajny
8855	Gisiel
8856	Giślinek
8857	Giszowiec
8858	Gizajny
8859	Gizałki
8860	Giżałki
8861	Gizałki-Las
8862	Gize
8863	Giże
8864	Gizewo
8865	Giżewo
8866	Giziewiczka
8867	Giżkowo
8868	Gizowa
8869	Gizówka
8870	Giżyce
8871	Giżycko
8872	Giżyczki
8873	Giżyn
8874	Giżynek
8875	Giżyno
8876	Głąb
8877	Głąbowo
8878	Głąby
8879	Glącka
8880	Gładczyn
8881	Gładkie
8882	Gładków
8883	Gładowszczyzna
8884	Glądy
8885	Gładysz
8886	Gładysze
8887	Gładyszewo
8888	Gładyszów
8889	Gładyszówka
8890	Głaniszew
8891	Glanów
8892	Glapiniec
8893	Glapki
8894	Głasica
8895	Głaz
8896	Głaze
8897	Głażejewo
8898	Głażewo
8899	Głażewo-Cholewy
8900	Głażewo-Święszki
8901	Głazica
8902	Glaznoty
8903	Głaznów
8904	Głazów
8905	Głazówka
8906	Głażówka
8907	Głazowo
8908	Głazy
8909	Głażyna
8910	Gleba
8911	Głębce
8912	Głębiec
8913	Głębinów
8914	Glebiska
8915	Głębock
8916	Głębockie
8917	Głębocko
8918	Głębocz
8919	Głęboczek
8920	Głęboczka
8921	Głęboczki
8922	Głęboczkowo
8923	Głęboczyca
8924	Głęboczyzna
8925	Głęboka
8926	Głęboki
8927	Głębokie
8928	Głębokie-Kolonia
8929	Głębokie-Parcele
8930	Głębowice
8931	Głębowiec
8932	Głębuczek
8933	Głębuczka
8934	Ględowo
8935	Ględy
8936	Gledzianów
8937	Gledzianówek
8938	Glejsk
8939	Glemieniec
8940	Glesno
8941	Gleszczonek
8942	Glew
8943	Glewice
8944	Glewiec
8945	Glewnik
8946	Glewo
8947	Gleźno
8948	Gleźnówko
8949	Gleźnowo
8950	Glice
8951	Glichów
8952	Glicko
8953	Gliczarów
8954	Gliczyn
8955	Gliczyny
8956	Glidzin
8957	Gligi
8958	Glimy
8959	Glina
8960	Glina-Kolonia
8961	Glińce
8962	Glincz
8963	Glinczak
8964	Glinek
8965	Gliniak
8966	Gliniaki
8967	Gliniana
8968	Glinianka
8969	Glinianki
8970	Gliniany
8971	Gliniarka
8972	Glinica
8973	Glinice
8974	Glinice-Domaniewo
8975	Gliniczek
8976	Gliniczka
8977	Gliniec
8978	Gliniewo
8979	Glinik
8980	Gliniki
8981	Gliniska
8982	Gliniski
8983	Gliniszcze
8984	Glinka
8985	Glinka-Osiedle
8986	Glinki
8987	Glinki-Rafały
8988	Glinkowa
8989	Glinna
8990	Glinne
8991	Glinnik
8992	Glinno
8993	Glinny
8994	Glinojeck
8995	Glinowo-Leśniczówka
8996	Glińsk
8997	Glińskie
8998	Glińsko
8999	Gliny
9000	Glisne
9001	Gliśnica
9002	Glisno
9003	Gliśno
9004	Gliszcz
9005	Glitajny
9006	Gliwice
9007	Gliwki
9008	Gliznowo
9009	Głobica
9010	Głobice
9011	Głobie
9012	Głobieńszczówka
9013	Głobikowa
9014	Głobikówka
9015	Głobino
9016	Głodki
9017	Głódki
9018	Głodkowa
9019	Głodna
9020	Głodnica
9021	Głodno
9022	Głodny
9023	Głodomanek
9024	Głodowa
9025	Głodówka
9026	Głodówko
9027	Głodowo
9028	Głodowo-Dąb
9029	Głody
9030	Głodyniec
9031	Głodzino
9032	Głogi
9033	Głoginin
9034	Głogno
9035	Głogoczów
9036	Głogów
9037	Głogowa
9038	Głogówek
9039	Głogowiany-Stara
9040	Głogowiany-Wrzosy
9041	Głogowiec
9042	Głogówiec
9043	Głogowiniec
9044	Głogówko
9045	Głogowo
9046	Głogusz
9047	Głoguszyn
9048	Głojkowo
9049	Głojsce
9050	Głomno
9051	Głomsk
9052	Głoska
9053	Głóski
9054	Głosków
9055	Głosków-Kolonia
9056	Głosków-Letnisko
9057	Głosków-Zielone
9058	Głotowo
9059	Glów
9060	Głowaczewo
9061	Głowaczka
9062	Głowaczów
9063	Głowaczowa
9064	Głowaczówka
9065	Głowaczyna
9066	Głowbity
9067	Główczewice
9068	Główczyce
9069	Główczyn
9070	Główczyn-Towarzystwo
9071	Główczyno
9072	Głowice
9073	Głowicówka
9074	Główieniec
9075	Głowienka
9076	Główienka
9077	Główiew
9078	Głowin
9079	Główina
9080	Głowinkowskie
9081	Głowińsk
9082	Główka
9083	Główkowa
9084	Główna
9085	Główne
9086	Głownin
9087	Głowno
9088	Głowowa
9089	Głowy
9090	Głożyna
9091	Głożyny
9092	Głubczyce
9093	Głubczyce-Las
9094	Głubczyce-Sady
9095	Głubczyn
9096	Głuch
9097	Głucha
9098	Głuchaczki
9099	Głuche
9100	Głuchołazy
9101	Głuchów
9102	Głuchów-Kolonia
9103	Głuchów-Lasy
9104	Głuchówek
9105	Głuchowice
9106	Głuchowiec
9107	Głuchówki
9108	Głuchowo
9109	Głuchowo-Huby
9110	Głuchowo-Kolonia
9111	Głuchy
9112	Głudna
9113	Głupczów
9114	Głupianka
9115	Głupianki
9116	Głupice
9117	Głupice-Parcela
9118	Głupiejew
9119	Głupiów
9120	Głuponie
9121	Głusiec
9122	Głusino
9123	Głusk
9124	Głusko
9125	Głusza
9126	Głuszczyzna
9127	Głuszec
9128	Głuszewo
9129	Głuszki
9130	Głuszkówka
9131	Głuszkowo
9132	Głuszyca
9133	Głuszyn
9134	Głuszyn-Kolonia
9135	Głuszyna
9136	Głuszyna-Podlas
9137	Głuszynek
9138	Głuszynko
9139	Głuszyno
9140	Glutówka
9141	Głużek
9142	Głużek-Kolonia
9143	Gluzów
9144	Gluzy
9145	Gminka
9146	Gmurowo
9147	Gnaciki
9148	Gnaszyn
9149	Gnatowice
9150	Gnatowo
9151	Gnaty
9152	Gnaty-Gromadze
9153	Gnaty-Lewiski
9154	Gnaty-Soczewka
9155	Gnaty-Szczerbaki
9156	Gnaty-Wieśniany
9157	Gnaty-Zarazy
9158	Gniadki
9159	Gniazdek
9160	Gniazdków
9161	Gniazdo
9162	Gniazdów
9163	Gniazdowice
9164	Gniazdowo
9165	Gnidówka
9166	Gnidzin
9167	Gniechowice
9168	Gnieciuki
9169	Gniejewice
9170	Gnieszowice
9171	Gniew
9172	Gniewce
9173	Gniewczyna
9174	Gniewięcin
9175	Gniewinko
9176	Gniewino
9177	Gniewków
9178	Gniewkowice
9179	Gniewkówiec
9180	Gniewkowo
9181	Gniewniewice
9182	Gniewno
9183	Gniewomierz
9184	Gniewomirowice
9185	Gniewosy
9186	Gniewosz
9187	Gniewoszów
9188	Gniewoszówka
9189	Gniewoszyce
9190	Gniewów
9191	Gniewowo
9192	Gniewskie
9193	Gnieżdżewo
9194	Gnieździn-Flakowe
9195	Gnieździska
9196	Gniezno
9197	Gniezno-Pola
9198	Gniła
9199	Gnilec
9200	Gnin
9201	Gniotek
9202	Gniszewo
9203	Gnojenko
9204	Gnojewo
9205	Gnojna
9206	Gnojnica
9207	Gnojnik
9208	Gnojno
9209	Gnuszyn
9210	Gnypówka
9211	Gobiaty
9212	Gocałki
9213	Gocały
9214	Gocanówko
9215	Gocanowo
9216	Gockowice
9217	Gockówko
9218	Gockowo
9219	Gocław
9220	Gocławek
9221	Gocławice
9222	Gocłowo
9223	Gocły
9224	Gocołowa
9225	Goczali
9226	Goczałki
9227	Goczałków
9228	Goczałkowice
9229	Goczałkowice-Zdrój
9230	Goczałkowo
9231	Goczałówka
9232	Goczki
9233	Goczowska
9234	Godacze
9235	Godałówka
9236	Godaszewice
9237	Godawica
9238	Godawówka
9239	Godawy
9240	Godętowo
9241	Godki
9242	Godków
9243	Godków-Osiedle
9244	Godkowice
9245	Godkówka
9246	Godkowo
9247	Godlewo
9248	Godlewo-Baćki
9249	Godlewo-Gorzejewo
9250	Godlewo-Gudosze
9251	Godlewo-Kolonia
9252	Godlewo-Łuby
9253	Godlewo-Mierniki
9254	Godlewo-Milewek
9255	Godlewo-Piętaki
9256	Godlewo-Plewy
9257	Godlewo-Warsze
9258	Godnów
9259	Godnowa
9260	Godnówka
9261	Godosz
9262	Godów
9263	Godowa
9264	Godowo
9265	Godula
9266	Godurowo
9267	Godusza
9268	Goduszyn
9269	Godynice
9270	Godzianów
9271	Godziątków
9272	Godzięba
9273	Godzieby
9274	Godzięby
9275	Godzięcin
9276	Godziejewo
9277	Godziejów
9278	Godziembów
9279	Godziesze
9280	Godzieszki
9281	Godzieszów
9282	Godzieszowa
9283	Godzieszówek
9284	Godziętowy
9285	Godzików
9286	Godzikowice
9287	Godzikowo
9288	Godzimierz
9289	Godzinowice
9290	Godzisław
9291	Godzisz
9292	Godziszewo
9293	Godziszewy
9294	Godziszka
9295	Godziszka-Wilkowska
9296	Godziszów
9297	Godziszowa
9298	Gogol-Gajówka
9299	Gogółczyn
9300	Gogole
9301	Gogole-Steczki
9302	Gogolewko
9303	Gogolewo
9304	Gogolewo-Las
9305	Gogolewo-Pola
9306	Gogolice
9307	Gogolin
9308	Gogolina
9309	Gogolina-Parcele
9310	Gogolinek
9311	Gogoliński
9312	Gogółka
9313	Gogółkowo
9314	Gogołów
9315	Gogołowa
9316	Gogołowice
9317	Gogoły
9318	Goj
9319	Gojanów
9320	Gojców
9321	Gojców-Kolonia
9322	Goje
9323	Gojki
9324	Gojsc
9325	Gojsce
9326	Gójsk
9327	Gójszcz
9328	Gola
9329	Goła
9330	Gołąb
9331	Gołąb-Kolonia
9332	Gołąbek
9333	Gołąbki
9334	Gołąbkowice
9335	Gołaczewy
9336	Golaczki
9337	Gołaczów
9338	Golądkowo
9339	Gołaicha
9340	Golakowa
9341	Golakówka
9342	Gołańcz
9343	Gołanice
9344	Golanka
9345	Gołańka
9346	Golanki
9347	Golany
9348	Gołas
9349	Golasowice
9350	Goląsza
9351	Gołasze
9352	Gołasze-Dąb
9353	Gołasze-Górki
9354	Gołasze-Puszcza
9355	Gołaszew
9356	Gołaszewo
9357	Gołaszewo-Piaski
9358	Goląszka
9359	Gołaszów
9360	Gołaszowiec
9361	Gołaszówka
9362	Gołaszyce
9363	Gołaszyn
9364	Gołaszyny
9365	Golatówka
9366	Goławice
9367	Goławiec
9368	Goławin
9369	Gołaźnia
9370	Golbice
9371	Golce
9372	Gołcewo
9373	Golców
9374	Golcowa
9375	Golcówka
9376	Golcówki
9377	Golcza
9378	Gołcza
9379	Golczew
9380	Golczewice
9381	Golczewko
9382	Golczewo
9383	Gołczewo
9384	Gólczewo
9385	Golczewo-Gaj
9386	Golczewo-Młyn
9387	Golczowice
9388	Gołdap
9389	Gołdyny
9390	Gole
9391	Gołe
9392	Gole-Kolonia
9393	Gołębia
9394	Gołębica
9395	Gołębice
9396	Gołębie
9397	Gołębie-Leśniewo
9398	Gołębiew
9399	Gołębiewek
9400	Gołębiewko
9401	Gołębiewo
9402	Gołębin
9403	Gołębin-Parcele
9404	Gołębiniec
9405	Gołębiów
9406	Gołębiów-Wójtostwo
9407	Gołębiowizna
9408	Gołębiówka
9409	Gołębiowo
9410	Gołębnik
9411	Gołębowiec
9412	Gołębowo
9413	Gołębsko
9414	Golęcin
9415	Golęcino
9416	Golęciny
9417	Golęczewo
9418	Gołęczyna
9419	Golędzin
9420	Golędzinów
9421	Golędzkie
9422	Golejewko
9423	Golejewo
9424	Golejów
9425	Gołełąki
9426	Golemki
9427	Goleń
9428	Goleniawy
9429	Golenice
9430	Golenicki
9431	Goleniów
9432	Goleniowy
9433	Goleńsko
9434	Golęszany
9435	Golesze
9436	Golesze-Parcela
9437	Goleszewo
9438	Goleszów
9439	Goleszowska
9440	Goleszyn
9441	Goleszynek
9442	Goleźnia
9443	Golgota
9444	Golianki
9445	Goliany
9446	Goliany-Parcela
9447	Goliaty
9448	Golica
9449	Golice
9450	Golice-Kolonia
9451	Golikówka
9452	Golimowo
9453	Golin
9454	Golina
9455	Golina-Kolonia
9456	Golinka
9457	Golińsk
9458	Goliszew
9459	Goliszów
9460	Goliszowiec
9461	Goliszyn
9462	Golka
9463	Gółka
9464	Golków
9465	Gołków
9466	Gołków-Cegielnia
9467	Gołków-Letnisko
9468	Golkowice
9469	Gołkowice
9470	Gołkówko
9471	Gołkowo
9472	Gółkowo
9473	Golnice
9474	Golniczki
9475	Gołocice
9476	Gołocin
9477	Gołocinek
9478	Gołogłowy
9479	Gołogóra
9480	Gołoniwy
9481	Golonka
9482	Golonkówka
9483	Gołonóg
9484	Gołostowice
9485	Gołosze
9486	Gołoszyce
9487	Gołoszyn
9488	Gołotczyzna
9489	Gołoty
9490	Gołowa
9491	Golowice
9492	Gołowierzchy
9493	Gołówka
9494	Gołowska
9495	Gołożyny
9496	Golska
9497	Golskie
9498	Golub-Dobrzyń
9499	Golubie
9500	Gołubie
9501	Golubka
9502	Golubki
9503	Golubki-Cegielnia
9504	Gołubowszczyzna
9505	Gołuchów
9506	Gołuchowice
9507	Gołuchówka
9508	Gołuchowo
9509	Gołuchy
9510	Gołuń
9511	Gołunin
9512	Gołuski
9513	Gołuszki
9514	Gołuszkowo
9515	Gołuszowice
9516	Gołuszyce
9517	Gołuszyn
9518	Gołutowo
9519	Goły
9520	Gołygów
9521	Gołymin-Ośrodek
9522	Gołymin-Północ
9523	Gołymin-Południe
9524	Gołyń
9525	Gołynia
9526	Gołysa
9527	Gołystok
9528	Gołysz
9529	Gołyszewy
9530	Gołyszyn
9531	Gomole
9532	Gomulcówka
9533	Gomulin
9534	Gomulin-Kolonia
9535	Gomułka
9536	Gomulnik
9537	Gomunice
9538	Goncarzewy
9539	Gonciarnia
9540	Gonczary
9541	Gończyce
9542	Gongolina
9543	Goniądz
9544	Gonice
9545	Goniczki
9546	Gonie
9547	Goniembice
9548	Gonisko
9549	Goniszów
9550	Goniwilk-Las
9551	Gonne
9552	Gońska
9553	Gonszczołowizna
9554	Gontarze
9555	Gonty
9556	Gonty-Leśniczówka
9557	Goplana
9558	Gopło
9559	Goplówka
9560	Góra
9561	Góra-Łazy
9562	Góra-Wieś
9563	Gorąca
9564	Goraj
9565	Góraj
9566	Goraj-Zamek
9567	Gorajec
9568	Gorajec-Stara
9569	Gorajec-Zagroble
9570	Gorajec-Zagroble-Kolonia
9571	Gorajec-Zastawie
9572	Górajek
9573	Górajki
9574	Gorajowice
9575	Góraki
9576	Górakówka
9577	Góral
9578	Górale
9579	Góralewo
9580	Góralice
9581	Góraliki
9582	Góralówka
9583	Góralszczyzna
9584	Goraniec
9585	Goranin
9586	Goranin-Folwark
9587	Goraninek
9588	Górany
9589	Góraszka
9590	Goraszowice
9591	Gorawino
9592	Górawino
9593	Gorazdowo
9594	Górażdże
9595	Gorbacze
9596	Gorce
9597	Górce
9598	Gorcowe
9599	Gorcowiaki
9600	Gorczaków
9601	Gorczenica
9602	Gorczeniczka
9603	Gorczonki
9604	Gorczyca
9605	Górczyca
9606	Gorczyce
9607	Gorczycew
9608	Gorczyn
9609	Górczyn
9610	Górczyna
9611	Górczynka
9612	Gordanowo
9613	Gordejki
9614	Górecka
9615	Górecko
9616	Góreczki
9617	Góreczno
9618	Goręczyno
9619	Gorędy
9620	Górek
9621	Goreń
9622	Gorenice
9623	Gorgoń
9624	Gorgoszewo
9625	Górka
9626	Górka-Koniec
9627	Górka-Zabłocie
9628	Górki
9629	Górki-Baćki
9630	Górki-Grubaki
9631	Górki-Izabelin
9632	Górki-Karolina
9633	Górki-Kolonia
9634	Górki-Leśniczówka
9635	Górki-Sypniewo
9636	Górki-Szewkowo
9637	Górki-Witowice
9638	Górkło
9639	Górkowice
9640	Górkówka
9641	Górkowo
9642	Gorlice
9643	Gorliczyna
9644	Gorło
9645	Gorłówko
9646	Górna
9647	Górne
9648	Górni
9649	Górnia
9650	Górniak
9651	Górniaki
9652	Górnica
9653	Górnie
9654	Górnik
9655	Górniki
9656	Górnikówka
9657	Górniok
9658	Górnioki
9659	Górniowa
9660	Górniówka
9661	Górnisko
9662	Górno
9663	Górno-Parcele
9664	Górno-Zawada
9665	Górnoleżajskie
9666	Górnowo
9667	Górnowola
9668	Górny
9669	Górnystok
9670	Gorodczyno
9671	Gorodzisko
9672	Górowatki
9673	Górówka
9674	Górowo
9675	Górowo-Trząski
9676	Górowychy
9677	Górscy
9678	Górsk
9679	Górska
9680	Górski
9681	Górskie
9682	Górsko
9683	Gorszczyzna
9684	Górszczyzna
9685	Gorszewice
9686	Gortatów
9687	Gortatowice
9688	Gortatowiec
9689	Gortatowo
9690	Gortatowo-Huby
9691	Goruńsko
9692	Goruszka
9693	Goruszki
9694	Góruszki
9695	Goruszów
9696	Góry
9697	Góry-Kolonia
9698	Góry-Nadleśnictwo
9699	Goryle
9700	Gorylowa
9701	Gorylówka
9702	Gorylowo
9703	Goryń
9704	Gorysławice
9705	Gorysze
9706	Goryszewo
9707	Gorzakiew
9708	Gorzałki
9709	Gorzałków
9710	Gorzałkówka
9711	Gorzałów
9712	Gorzałów-Gościniec
9713	Gorzanka
9714	Górzanka
9715	Gorzanów
9716	Gorzanowice
9717	Górzańska
9718	Górzański
9719	Gorzany
9720	Górzany
9721	Gorzebądz
9722	Górzec
9723	Gorzechówko
9724	Gorzechowo
9725	Gorzęcino
9726	Gorzędów
9727	Gorzędziej
9728	Gorzejowa
9729	Gorzekały
9730	Gorzelew
9731	Gorzelin
9732	Gorzelnia
9733	Gorzeń
9734	Górzenko
9735	Gorzesław
9736	Gorzeszów
9737	Gorzeszyn
9738	Gorzew
9739	Gorzewko
9740	Gorzewnica
9741	Gorzewo
9742	Gorzewo-Kolonia
9743	Gorzkie
9744	Gorzkiewki
9745	Górzko
9746	Gorzków
9747	Gorzków-Osada
9748	Gorzków-Wieś
9749	Gorzkowice
9750	Gorzkowiczki
9751	Gorzkówka
9752	Gorzkowska
9753	Górzna
9754	Górzno
9755	Górzno-Kolonia
9756	Górzno-Wybudowanie
9757	Gorzów
9758	Gorzuchów
9759	Gorzuchówek
9760	Gorzuchowo
9761	Gorzuchy
9762	Gorzupia
9763	Gorzutkowa
9764	Gorzutkówka
9765	Gorzyca
9766	Górzyca
9767	Gorzyce
9768	Górzyce
9769	Gorzycka
9770	Gorzycko
9771	Gorzyczany
9772	Gorzyczki
9773	Gorzykowo
9774	Górzykowo
9775	Gorzyń
9776	Górzyn
9777	Górzyna
9778	Górzyniec
9779	Gorzyno
9780	Górzyska
9781	Gorzysław
9782	Górzyzna
9783	Gosań
9784	Gościce
9785	Gościcino
9786	Gościechowo
9787	Gościęcice
9788	Gościęcin
9789	Gościęcino
9790	Gościeje
9791	Gościejew
9792	Gościejewice
9793	Gościejewko
9794	Gościejewo
9795	Gościejów
9796	Gościejowa
9797	Gościejowice
9798	Gościencin
9799	Gościeńczyce
9800	Gościeradów
9801	Gościeradów-Folwark
9802	Gościeradów-Kolonia
9803	Gościeradowo
9804	Gościeradz
9805	Gościeszowice
9806	Gościeszyn
9807	Gościeszynek
9808	Gościęta
9809	Gościewicz
9810	Gościkowo
9811	Gościm
9812	Gościmiec
9813	Gościmierz
9814	Gościmin
9815	Gościmowice
9816	Gościmski
9817	Gościńce
9818	Gościniec
9819	Gościnko
9820	Gościnna
9821	Gościno
9822	Gościno-Dwór
9823	Gościno-Żalno
9824	Gościnowo
9825	Gościrady
9826	Gościradz
9827	Gościsław
9828	Gościszewo
9829	Gościszka
9830	Gościszka-Baraki
9831	Gościszów
9832	Gosie
9833	Gosie-Otale
9834	Gosiów
9835	Goski
9836	Goski-Pełki
9837	Goski-Wąsosze
9838	Gośkówka
9839	Gosław
9840	Gosławice
9841	Gosławice-Parcele
9842	Goślice
9843	Goślinów
9844	Goślinowo
9845	Gośliny
9846	Goślub
9847	Goślub-Osada
9848	Gośniewice
9849	Gospodarz
9850	Gospodarze
9851	Gospódka
9852	Gosprzydowa
9853	Gostchorz
9854	Gostchorze
9855	Gostery
9856	Gostków
9857	Gostkowice
9858	Gostkowo
9859	Gostolin
9860	Gostomia
9861	Gostomie
9862	Gostomin
9863	Gostomka
9864	Gostomko
9865	Gostów
9866	Gostudz
9867	Gostuń
9868	Gostwica
9869	Gostycyn
9870	Gostyczyn
9871	Gostyczyna
9872	Gostyń
9873	Gostynie
9874	Gostyniec
9875	Gostynin
9876	Gostynin-Kolonia
9877	Gostynin-Nadleśnictwo
9878	Gostynka
9879	Gostynki
9880	Gostyński
9881	Gostyńskie
9882	Goświnowice
9883	Goszcz
9884	Goszcza
9885	Goszczanów
9886	Goszczanowiec
9887	Goszczanówko
9888	Goszczanowo
9889	Goszczędza
9890	Goszczędza-Parcele
9891	Goszczewice
9892	Goszczewo
9893	Goszczk
9894	Goszczowa
9895	Goszczowice
9896	Goszczyce
9897	Goszczyn
9898	Goszczyna
9899	Goszczynno
9900	Goszczynno-Parcele
9901	Goszczyno
9902	Goszczyno-Czajki
9903	Goszczyno-Karpięcin
9904	Goszczyno-Wybudowanie
9905	Goszków
9906	Goszkówek
9907	Goszów
9908	Goszowice
9909	Goszyce
9910	Goszyn
9911	Gotardy
9912	Gotartów
9913	Gotartów-Ogrodnictwo
9914	Gotartowice
9915	Gotelp
9916	Gotfrudówka
9917	Gotkowice
9918	Gotowizna
9919	Gotówka
9920	Gowarczów
9921	Gowarzewo
9922	Gowarzów
9923	Gowidlino
9924	Goworek
9925	Goworki
9926	Goworów
9927	Goworówek
9928	Goworowice
9929	Goworowo
9930	Gozd
9931	Gózd
9932	Gózd-Kolonia
9933	Gozdanin
9934	Gozdawa
9935	Gozdawska
9936	Gozdeckie
9937	Gozdek
9938	Gózdek
9939	Gozdków
9940	Gozdnica
9941	Gozdno
9942	Gozdów
9943	Gozdówek
9944	Gozdowice
9945	Gozdowiec
9946	Gozdowo
9947	Gozdowo-Młyn
9948	Gozdy
9949	Góźdź
9950	Goździchowo
9951	Goździe
9952	Goździec
9953	Goździelin
9954	Goździk
9955	Goździki
9956	Goździków
9957	Goździkówka
9958	Goździkowo
9959	Goździn
9960	Goździówka
9961	Goźlice
9962	Goźlin
9963	Gozna
9964	Grab
9965	Graba
9966	Grabacz
9967	Grabaczki
9968	Grabal
9969	Grabaniec
9970	Grabanina
9971	Grabańka
9972	Grabanów
9973	Grabanów-Kolonia
9974	Grabanów-Majątek
9975	Grabarka
9976	Grabarka-Klasztor
9977	Grabary
9978	Grabarze
9979	Grabce
9980	Grabce-Towarzystwo
9981	Grąbczewo
9982	Grabczok
9983	Grabczycha
9984	Grąbczyn
9985	Grabczyna
9986	Grąbczyński
9987	Grabczyny
9988	Grabecznik
9989	Grabek
9990	Graberki
9991	Grabia
9992	Grabianka
9993	Grabianów
9994	Grabianowo
9995	Grabiążek
9996	Grabica
9997	Grabica-Kolonia
9998	Grabice
9999	Grabicz
10000	Grabiczki
10001	Grabie
10002	Grabiec
10003	Grąbiec
10004	Grabień
10005	Grabienice
10006	Grabieniec
10007	Grabienko
10008	Grabik
